Instrument,Action,Quantity,Price,Time,E/X,Position,Name,Account display name,
MES SEP26,Sell,13,7438.50,7/23/2026 12:27:00 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7439.25,7/23/2026 12:25:50 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,7,7439.50,7/23/2026 12:25:17 PM,Exit,-,Target2,Sim102,
MES SEP26,Sell,6,7439.00,7/23/2026 12:25:17 PM,Exit,7 L,Target1,Sim102,
MES SEP26,Buy,13,7436.50,7/23/2026 12:24:51 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Buy,3,7431.75,7/23/2026 8:41:04 AM,Exit,-,Target2,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,3,7431.75,7/23/2026 8:41:04 AM,Exit,-,Target2,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,1,7433.00,7/23/2026 8:41:00 AM,Exit,3 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,Exit,4 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,Exit,6 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,1,7433.00,7/23/2026 8:41:00 AM,Exit,3 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,Exit,4 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,Exit,6 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,4,7435.75,7/23/2026 8:40:10 AM,Entry,8 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,1,7435.75,7/23/2026 8:40:10 AM,Entry,4 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,4,7435.75,7/23/2026 8:40:10 AM,Entry,8 S,Entry,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,1,7435.75,7/23/2026 8:40:10 AM,Entry,4 S,Entry,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,3,7435.75,7/23/2026 8:40:10 AM,Entry,3 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,3,7435.75,7/23/2026 8:40:10 AM,Entry,3 S,Entry,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,3,7430.00,7/23/2026 8:37:53 AM,Exit,-,Close,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,1,7430.00,7/23/2026 8:37:53 AM,Exit,-,Close,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,Exit,1 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,Exit,3 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,Exit,3 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,Exit,5 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,1,7428.50,7/23/2026 8:37:38 AM,Exit,5 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,1,7428.50,7/23/2026 8:37:38 AM,Exit,7 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,6,7431.25,7/23/2026 8:37:23 AM,Entry,6 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,8,7431.25,7/23/2026 8:37:23 AM,Entry,8 S,Entry,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,8,7459.75,7/23/2026 7:38:14 AM,Exit,-,Close,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,2,7460.00,7/23/2026 7:37:47 AM,Entry,8 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Sell,6,7460.00,7/23/2026 7:37:47 AM,Entry,6 S,Entry,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,8,7475.25,7/23/2026 6:35:47 AM,Exit,-,Stop2,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Buy,8,7475.25,7/23/2026 6:35:47 AM,Exit,-,Stop2,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,8,7473.75,7/23/2026 6:35:44 AM,Exit,8 S,Target1,PA-APEX-422136-08!Apex!Apex,
MES SEP26,Buy,8,7473.75,7/23/2026 6:35:44 AM,Exit,8 S,Target1,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,16,7475.75,7/23/2026 6:35:15 AM,Entry,16 S,Entry,PA-APEX-422136-07!Apex!Apex,
MES SEP26,Sell,16,7475.75,7/23/2026 6:35:15 AM,Entry,16 S,Entry,PA-APEX-422136-08!Apex!Apex,
