Instrument,Action,Quantity,Price,Time,E/X,Position,Name,Account display name,
MES SEP26,Sell,13,7524.00,7/22/2026 8:18:22 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7523.75,7/22/2026 8:18:10 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,13,7523.50,7/22/2026 8:16:29 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7523.50,7/22/2026 8:16:17 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Buy,6,7523.75,7/22/2026 8:16:15 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,7,7523.50,7/22/2026 8:16:15 PM,Exit,6 S,Close,Sim102,
MES SEP26,Sell,7,7522.50,7/22/2026 8:16:01 PM,Entry,13 S,Entry,Sim102,
MES SEP26,Sell,6,7522.75,7/22/2026 8:16:01 PM,Entry,6 S,Entry,Sim102,
MES SEP26,Sell,13,7522.75,7/22/2026 8:15:59 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7523.75,7/22/2026 8:15:46 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,13,7524.00,7/22/2026 8:15:38 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7524.00,7/22/2026 8:15:36 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,13,7529.75,7/22/2026 8:03:25 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7530.50,7/22/2026 8:03:03 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,8,7529.75,7/22/2026 8:01:45 PM,Exit,-,Close,Sim102,
MES SEP26,Sell,5,7530.00,7/22/2026 8:01:45 PM,Exit,8 L,Close,Sim102,
MES SEP26,Buy,13,7529.25,7/22/2026 8:01:34 PM,Entry,13 L,Entry,Sim102,
MES SEP26,Sell,13,7530.50,7/22/2026 8:00:11 PM,Exit,-,Close,Sim101,
MES SEP26,Buy,13,7530.75,7/22/2026 8:00:11 PM,Exit,-,Close,Sim102,
MES SEP26,Sell,13,7531.00,7/22/2026 7:59:27 PM,Entry,13 S,Entry,Sim102,
MES SEP26,Buy,13,7531.25,7/22/2026 7:59:27 PM,Exit,-,Close,Sim102,
MES SEP26,Buy,13,7531.25,7/22/2026 7:59:22 PM,Entry,13 L,Entry,Sim101,
MES SEP26,Sell,13,7530.75,7/22/2026 7:59:21 PM,Exit,-,Close,Sim101,
MES SEP26,Buy,13,7531.50,7/22/2026 7:58:19 PM,Entry,13 L,Entry,Sim101,
MES SEP26,Sell,13,7530.50,7/22/2026 7:57:44 PM,Entry,13 S,Entry,Sim102,
